ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
04738,с.,Богомилово,SZR,SZR31,SZR31-03,3,5,4,1901,SE,344
04741,с.,Богомилци,RAZ,RAZ29,RAZ29-02,3,7,5,1901,N,345
04755,с.,Богомолско,TGV,TGV02,TGV02-00,3,8,4,1901,NE,346
04772,с.,Богорово,SLS,SLS31,SLS31-00,3,8,3,1901,N,347
04786,с.,Богорово,JAM,JAM22,JAM22-00,3,8,3,1901,SE,348
66322,с.,Богородица,BLG,BLG33,BLG33-00,3,8,6,1901,SW,349
04796,с.,Богослов,KNL,KNL29,KNL29-04,3,6,7,1901,SW,350
04801,с.,Богутево,SML,SML38,SML38-01,3,7,8,1901,S,351
04813,с.,Богьовци,SFO,SFO26,SFO26-00,3,7,6,1901,SW,352
04827,с.,Боденец,VRC,VRC27,VRC27-01,3,6,4,1901,NW,353
04844,с.,Бодрово,HKV,HKV09,HKV09-01,3,7,3,1901,S,354
04861,с.,Боево,SML,SML27,SML27-00,3,8,7,1901,S,355
04892,с.,Боерица,SFO,SFO20,SFO20-00,3,8,7,1901,SW,356
04902,с.,Божак,KRZ,KRZ16,KRZ16-53,3,8,5,1901,S,357
04916,с.,Божан,DOB,DOB27,DOB27-04,3,7,3,1901,NE,358
04927,с.,Божаново,DOB,DOB29,DOB29-00,3,8,1,1901,NE,359
04933,с.,Бождово,BLG,BLG40,BLG40-00,3,8,7,1901,SW,360
04947,с.,Божевци,SLV,SLV20,SLV20-04,3,7,6,1901,SE,361
04950,с.,Боженица,SFO,SFO07,SFO07-00,3,7,5,1901,SW,362
04964,с.,Боженците,GAB,GAB05,GAB05-00,3,8,6,1901,N,363
04981,с.,Божичен,RSE,RSE13,RSE13-00,3,7,2,1901,N,364
05009,с.,Божурец,DOB,DOB17,DOB17-00,3,7,3,1901,NE,365
05013,с.,Божурица,PVN,PVN10,PVN10-03,3,6,2,1901,NW,366
05027,гр.,Божурище,SFO,SFO06,SFO06-00,1,3,6,1901,SW,367
05030,с.,Божурка,TGV,TGV35,TGV35-05,3,7,6,1901,NE,368
05044,с.,Божурлук,PVN,PVN16,PVN16-00,3,7,2,1901,NW,369
05058,с.,Божурово,RAZ,RAZ16,RAZ16-03,3,6,3,1901,N,370
05061,с.,Божурово,DOB,DOB15,DOB15-07,3,6,4,1901,NE,371
05075,с.,Божурово,SHU,SHU10,SHU10-01,3,7,4,1901,NE,372
05089,с.,Божурци,KRZ,KRZ35,KRZ35-24,3,6,5,1901,S,373
05092,с.,Бозаджии,SLV,SLV20,SLV20-00,3,8,3,1901,SE,374
05102,с.,Бозвелийско,VAR,VAR24,VAR24-02,3,6,1,1901,NE,375
17960,с.,Боздуганово,SZR,SZR27,SZR27-04,3,7,3,1901,SE,376
07853,с.,Бозьова,PAZ,PAZ08,PAZ08-00,3,8,8,1901,S,377
05124,с.,Боил,SLS,SLS10,SLS10-01,3,5,4,1901,N,378
05147,с.,Бойковец,SFO,SFO18,SFO18-00,3,7,7,1901,SW,379
05150,с.,Бойково,PDV,PDV26,PDV26-00,3,8,8,1901,S,380
05164,с.,Бойковци,VTR,VTR13,VTR13-00,3,8,6,1901,N,381
05181,с.,Бойник,KRZ,KRZ15,KRZ15-42,3,8,6,1901,S,382
05195,с.,Бойница,VID,VID03,VID03-00,3,5,4,1901,NW,383
05205,с.,Бойно,KRZ,KRZ16,KRZ16-03,3,6,6,1901,S,384
05219,с.,Бойновци,GAB,GAB05,GAB05-00,3,8,6,1901,N,385
05222,с.,Бойчеви колиби,VTR,VTR04,VTR04-00,3,8,5,1901,N,386
07908,с.,Бойчета,GAB,GAB05,GAB05-27,3,8,5,1907,N,387
05236,гр.,Бойчиновци,MON,MON04,MON04-00,1,5,3,1901,NW,388
05240,с.,Бойчовци,VTR,VTR04,VTR04-09,3,8,5,1901,N,389
05253,с.,Бокиловци,MON,MON02,MON02-00,3,7,5,1901,NW,390
05267,с.,Болтата,GAB,GAB05,GAB05-00,3,8,5,1901,N,391
05270,с.,Болярино,PDV,PDV25,PDV25-07,3,7,3,1901,S,392
05284,гр.,Болярово,JAM,JAM03,JAM03-00,1,4,3,1901,SE,393
05298,с.,Болярски извор,HKV,HKV33,HKV33-02,3,7,3,1901,S,394
05308,с.,Болярско,JAM,JAM25,JAM25-43,3,6,3,1901,SE,395
05311,с.,Болярци,VAR,VAR01,VAR01-03,3,7,3,1901,NE,396
05325,с.,Болярци,KRZ,KRZ16,KRZ16-54,3,7,5,1901,S,397
05339,с.,Болярци,PDV,PDV28,PDV28-03,3,5,3,1901,S,398
05342,с.,Бонево,DOB,DOB27,DOB27-05,3,8,4,1901,NE,399
07870,с.,Бор,PDV,PDV01,PDV01-00,3,8,8,1901,S,400
05356,с.,Борец,PDV,PDV07,PDV07-02,3,6,4,1901,S,401
05365,с.,Борие,SML,SML27,SML27-01,3,7,7,1901,S,402
05387,с.,Борика,SML,SML16,SML16-00,3,8,7,1901,S,403
05390,с.,Борика,SFO,SFO20,SFO20-00,3,8,7,1901,SW,404
05400,с.,Борики,GAB,GAB05,GAB05-00,3,7,6,1901,N,405
05414,с.,Бориково,SML,SML31,SML31-00,3,8,7,1901,S,406
05428,с.,Бориловец,VID,VID03,VID03-05,3,7,4,1901,NW,407
05431,с.,Борилово,SZR,SZR31,SZR31-04,3,7,6,1901,SE,408
05445,с.,Борима,LOV,LOV34,LOV34-05,3,5,5,1901,NW,409
05459,с.,Боримечково,PAZ,PAZ14,PAZ14-01,3,7,6,1901,S,410
05462,с.,Борино,SML,SML05,SML05-00,3,5,8,1901,S,411
05476,с.,Бориново,SML,SML16,SML16-19,3,7,7,1901,S,412
05480,с.,Боринци,SLV,SLV11,SLV11-02,3,7,5,1901,SE,413
05493,с.,Борислав,PVN,PVN27,PVN27-01,3,7,3,1901,NW,414
05503,с.,Бориславци,HKV,HKV18,HKV18-01,3,7,3,1901,S,415
05517,с.,Борисово,RSE,RSE33,RSE33-02,3,6,1,1901,N,416
05520,с.,Борисово,JAM,JAM07,JAM07-00,3,8,4,1901,SE,417
05534,с.,Борнарево,PER,PER36,PER36-00,3,8,6,1901,SW,418
05551,с.,Боров дол,SLV,SLV24,SLV24-02,3,6,5,1901,SE,419
05548,с.,Борован,VRC,VRC05,VRC05-00,3,5,3,1901,NW,420
05565,с.,Боровец,KNL,KNL27,KNL27-00,3,8,5,1901,SW,421
05579,с.,Боровина,SML,SML16,SML16-20,3,6,7,1901,S,422
05582,с.,Боровица,VID,VID01,VID01-01,3,7,5,1901,NW,423
80176,с.,Боровица,KRZ,KRZ02,KRZ02-27,3,7,5,1901,S,424
05596,с.,Боровичене,BLG,BLG33,BLG33-00,3,8,6,1901,SW,425
05606,с.,Борово,BLG,BLG11,BLG11-02,3,5,6,1901,SW,426
05611,гр.,Борово,RSE,RSE03,RSE03-00,1,4,4,1901,N,427
05623,с.,Борово,PDV,PDV15,PDV15-00,3,8,8,1901,S,428
05637,с.,Борово,SZR,SZR31,SZR31-00,3,8,3,1901,SE,429
05640,с.,Боровско,KRZ,KRZ35,KRZ35-36,3,8,5,1901,S,430
05654,с.,Боровци,MON,MON02,MON02-04,3,6,4,1901,NW,431
05668,с.,Борското,GAB,GAB05,GAB05-07,3,8,5,1907,N,432
05671,с.,Борущица,SZR,SZR22,SZR22-00,3,8,7,1901,SE,433
05685,с.,Борци,SHU,SHU07,SHU07-01,3,6,5,1901,NE,434
05699,с.,Боряна,VAR,VAR16,VAR16-03,3,7,2,1901,NE,435
05709,с.,Босевци,VTR,VTR13,VTR13-01,3,8,6,1901,N,436
05712,с.,Босилица,KRZ,KRZ35,KRZ35-36,3,8,6,1901,S,437
05726,с.,Босилково,BGS,BGS23,BGS23-00,3,8,5,1901,SE,438
05737,с.,Босилково,SML,SML02,SML02-00,3,8,8,1901,S,439
05743,с.,Босилковци,RSE,RSE04,RSE04-03,3,7,2,1901,N,440
05757,с.,Босна,SLS,SLS32,SLS32-01,3,6,2,1901,N,441
05760,с.,Боснек,PER,PER32,PER32-00,3,7,7,1901,SW,442
05791,с.,Бостанци,KRZ,KRZ35,KRZ35-25,3,8,5,1901,S,444
05801,с.,Бостина,SML,SML31,SML31-06,3,7,7,1901,S,445
05815,гр.,Ботевград,SFO,SFO07,SFO07-00,1,2,5,1901,SW,446
05829,с.,Ботево,VAR,VAR02,VAR02-01,3,7,4,1901,NE,447
05832,с.,Ботево,VID,VID09,VID09-00,3,8,2,1901,NW,448
05846,с.,Ботево,VRC,VRC35,VRC35-00,3,8,2,1901,NW,449
05852,с.,Ботево,MON,MON11,MON11-00,3,8,2,1901,NW,450
05863,с.,Ботево,JAM,JAM25,JAM25-04,3,6,3,1901,SE,451
05877,с.,Ботров,RSE,RSE04,RSE04-11,3,7,2,1901,N,452
05894,с.,Ботуня,VRC,VRC21,VRC21-02,3,7,4,1901,NW,453
05904,с.,Ботурче,HKV,HKV11,HKV11-04,3,8,5,1901,S,454
05918,с.,Бохова,PER,PER51,PER51-00,3,8,7,1901,SW,455
05921,с.,Бохот,PVN,PVN24,PVN24-02,3,6,5,1901,NW,456
05935,с.,Бочковци,VTR,VTR04,VTR04-00,3,8,6,1901,N,457
05949,с.,Бошуля,PAZ,PAZ29,PAZ29-02,3,6,4,1901,S,458
05952,с.,Бояджик,JAM,JAM25,JAM25-05,3,5,3,1901,SE,459
05966,с.,Боян,SHU,SHU07,SHU07-02,3,6,5,1901,NE,460
05983,с.,Боян Ботево,HKV,HKV19,HKV19-02,3,6,5,1901,S,461
05978,с.,Бояна,VAR,VAR09,VAR09-01,3,7,4,1901,NE,462
05997,с.,Бояново,VID,VID15,VID15-00,3,8,3,1901,NW,463
06001,с.,Бояново,JAM,JAM07,JAM07-02,3,5,3,1901,SE,464
06015,с.,Бояновци,VTR,VTR04,VTR04-00,3,8,5,1901,N,465
06029,с.,Боянци,PDV,PDV01,PDV01-02,3,5,3,1901,S,466
06032,с.,Брадвари,SLS,SLS31,SLS31-04,3,5,3,1901,N,467
06046,с.,Бракница,TGV,TGV24,TGV24-00,3,8,5,1901,NE,468
06050,с.,Бракьовци,SFO,SFO09,SFO09-00,3,8,7,1901,SW,469
06077,с.,Браниполе,PDV,PDV26,PDV26-03,3,5,3,1901,S,470
06080,с.,Браница,HKV,HKV33,HKV33-03,3,7,5,1901,S,471
06094,с.,Браничево,SHU,SHU18,SHU18-01,3,5,4,1901,NE,472
06104,с.,Бранище,DOB,DOB15,DOB15-08,3,6,4,1901,NE,473
06118,с.,Бранковци,VTR,VTR04,VTR04-00,3,8,5,1901,N,474
06121,с.,Бранковци,VID,VID15,VID15-00,3,8,4,1901,NW,475
06135,с.,Братан,SLV,SLV11,SLV11-00,3,8,7,1901,SE,476
06149,с.,Братаница,PAZ,PAZ19,PAZ19-03,3,5,4,1901,S,477
06152,с.,Братово,BGS,BGS04,BGS04-02,3,7,1,1901,SE,478
06166,с.,Братово,TGV,TGV35,TGV35-06,3,7,5,1901,NE,479
06175,с.,Братушково,SFO,SFO45,SFO45-00,3,8,6,1901,SW,480
06183,с.,Братя Даскалови,SZR,SZR04,SZR04-00,3,5,3,1901,SE,481
06197,с.,Братя Кунчеви,SZR,SZR31,SZR31-06,3,6,4,1901,SE,482
06207,гр.,Брацигово,PAZ,PAZ06,PAZ06-00,1,4,5,1901,S,483
06210,с.,Брегаре,PVN,PVN10,PVN10-04,3,7,2,1901,NW,484
06224,гр.,Брегово,VID,VID06,VID06-00,1,4,1,1901,NW,485
07942,с.,Брегово,KRZ,KRZ14,KRZ14-49,3,8,5,1901,S,486
07939,с.,Брежана,KRZ,KRZ08,KRZ08-18,3,8,5,1901,S,487
06238,с.,Брежани,BLG,BLG44,BLG44-01,3,5,6,1901,SW,488
06241,с.,Брежниците,GAB,GAB35,GAB35-04,3,8,6,1901,N,489
06255,с.,Бреза,SML,SML27,SML27-09,3,8,8,1901,S,490
06269,с.,Брезе,SML,SML09,SML09-02,3,6,8,1901,S,491
06272,с.,Брезе,SFO,SFO43,SFO43-03,3,7,7,1901,SW,492
77116,с.,Брезен,KRZ,KRZ02,KRZ02-25,3,7,6,1901,S,493
06286,гр.,Брезник,PER,PER08,PER08-00,1,3,7,1901,SW,494
06306,с.,Брезница,BLG,BLG11,BLG11-03,3,5,7,1901,SW,495
06313,с.,Брезнишки извор,PER,PER08,PER08-00,3,8,7,1901,SW,496
06327,с.,Брезовдол,SFO,SFO43,SFO43-00,3,8,7,1901,SW,497
06344,с.,Брезово,VTR,VTR13,VTR13-00,3,8,5,1901,N,498
06361,гр.,Брезово,PDV,PDV07,PDV07-00,1,4,4,1901,S,499
06375,с.,Бреница,PVN,PVN39,PVN39-01,3,5,3,1901,NW,500
06389,с.,Бреница,SLS,SLS34,SLS34-03,3,7,3,1901,N,501
06392,с.,Брест,KNL,KNL50,KNL50-00,3,8,7,1901,SW,502
06402,с.,Брест,PVN,PVN08,PVN08-01,3,5,1,1901,NW,503
06416,с.,Брестак,VAR,VAR09,VAR09-02,3,5,3,1901,NE,504
06421,с.,Брестака,SFO,SFO56,SFO56-00,3,8,7,1901,SW,505
06433,с.,Бресте,PVN,PVN37,PVN37-01,3,7,4,1901,NW,506
06447,с.,Брестник,PDV,PDV26,PDV26-04,3,5,4,1901,S,507
06450,с.,Брестница,LOV,LOV38,LOV38-02,3,5,5,1901,NW,508
06464,с.,Брестница,DOB,DOB27,DOB27-00,3,8,3,1901,NE,509
06478,с.,Брестова,SZR,SZR37,SZR37-00,3,8,5,1901,SE,510
06481,с.,Брестовене,RAZ,RAZ11,RAZ11-01,3,5,4,1901,N,511
06495,с.,Брестовец,PVN,PVN24,PVN24-03,3,6,4,1901,NW,512
06505,с.,Брестовица,PDV,PDV26,PDV26-05,3,4,4,1901,S,513
06519,с.,Брестовица,RSE,RSE03,RSE03-07,3,7,4,1901,N,514
06522,с.,Брестово,BLG,BLG44,BLG44-00,3,8,7,1901,SW,515
06536,с.,Брестово,LOV,LOV18,LOV18-00,3,8,6,1901,NW,516
06547,с.,Брод,HKV,HKV09,HKV09-02,3,6,2,1901,S,517
06553,с.,Бродилово,BGS,BGS13,BGS13-02,3,7,1,1901,SE,518
06567,с.,Брош,KRZ,KRZ16,KRZ16-55,3,7,5,1901,S,519
06570,гр.,Брусарци,MON,MON07,MON07-00,1,4,2,1901,NW,520
06584,с.,Брусевци,HKV,HKV18,HKV18-00,3,8,5,1901,S,521
06598,с.,Брусен,VRC,VRC27,VRC27-02,3,6,4,1901,NW,522
06608,с.,Брусен,SFO,SFO18,SFO18-02,3,7,5,1901,SW,523
06625,с.,Брусино,HKV,HKV11,HKV11-16,3,8,6,1901,S,524
06639,с.,Брусник,PER,PER08,PER08-00,3,8,7,1901,SW,525
06642,с.,Брънеците,GAB,GAB05,GAB05-00,3,8,5,1901,N,526
06662,с.,Бръчковци,VTR,VTR13,VTR13-00,3,8,5,1901,N,527
06673,с.,Бръшлен,RSE,RSE33,RSE33-03,3,7,1,1901,N,528
06687,с.,Бръшлян,BGS,BGS12,BGS12-00,3,8,4,1901,SE,529
06690,с.,Бръшляница,PVN,PVN24,PVN24-04,3,7,2,1901,NW,530
06700,с.,Бръщен,SML,SML10,SML10-02,3,6,8,1901,S,531
06728,с.,Бряговец,KRZ,KRZ15,KRZ15-68,3,7,3,1901,S,532
06731,с.,Бряговица,VTR,VTR31,VTR31-04,3,6,2,1901,N,533
06745,с.,Брягово,PDV,PDV23,PDV23-01,3,7,1,1901,S,534
06759,с.,Брягово,HKV,HKV34,HKV34-02,3,6,3,1901,S,535
06762,с.,Бряст,HKV,HKV09,HKV09-03,3,7,3,1901,S,536
06776,с.,Брястовец,BGS,BGS04,BGS04-03,3,7,4,1901,SE,537
06788,с.,Брястово,SLV,SLV16,SLV16-30,3,7,4,1901,SE,538
06793,с.,Брястово,DOB,DOB03,DOB03-03,3,8,3,1901,NE,539
06803,с.,Брястово,HKV,HKV19,HKV19-03,3,7,5,1901,S,540
06817,с.,Бубино,HKV,HKV11,HKV11-00,3,8,6,1901,S,541
06848,с.,Бузовград,SZR,SZR12,SZR12-01,3,5,5,1901,SE,543
06851,с.,Бузяковци,SFO,SFO20,SFO20-00,3,8,7,1901,SW,544
06865,с.,Буйновица,SHU,SHU07,SHU07-03,3,7,5,1901,NE,545
06879,с.,Буйново,SML,SML05,SML05-06,3,6,8,1901,S,546
06882,с.,Буйново,TGV,TGV35,TGV35-41,3,6,5,1901,NE,547
06896,с.,Буйновци,VTR,VTR13,VTR13-04,3,8,6,1901,N,548
06906,с.,Бук,KRZ,KRZ15,KRZ15-03,3,7,5,1901,S,549
06919,с.,Букак,TGV,TGV02,TGV02-00,3,8,5,1901,NE,550
06923,с.,Буката,SML,SML31,SML31-00,3,8,8,1901,S,551
02988,с.,Букаците,SML,SML31,SML31-00,3,8,7,1901,S,552
06937,с.,Букова поляна,SML,SML16,SML16-18,3,6,7,1901,S,553
06940,с.,Буковец,VTR,VTR04,VTR04-00,3,8,5,1901,N,554
06954,с.,Буковец,VID,VID09,VID09-05,3,6,2,1901,NW,555
06968,с.,Буковец,VRC,VRC08,VRC08-02,3,7,4,1901,NW,556
06971,с.,Буковец,MON,MON07,MON07-10,3,7,3,1901,NW,557
06985,с.,Буковец,SFO,SFO43,SFO43-00,3,8,7,1901,SW,558
06999,с.,Буковлък,PVN,PVN24,PVN24-05,3,5,2,1901,NW,559
07003,с.,Буково,BLG,BLG11,BLG11-04,3,5,7,1901,SW,560
07017,с.,Буково,SML,SML16,SML16-21,3,7,7,1901,S,561
56335,с.,Буково,PDV,PDV23,PDV23-15,3,7,5,1901,S,562
07020,с.,Букоровци,SFO,SFO09,SFO09-00,3,8,6,1901,SW,563
07034,с.,Булаир,VAR,VAR13,VAR13-01,3,7,5,1901,NE,564
07048,с.,Буново,KNL,KNL29,KNL29-00,3,8,8,1901,SW,565
07051,с.,Буново,SFO,SFO56,SFO56-02,3,7,6,1901,SW,566
07822,с.,Бунцево,BLG,BLG53,BLG53-03,3,6,7,1901,SW,567
07065,с.,Бураново,KNL,KNL27,KNL27-03,3,7,5,1901,SW,568
07079,гр.,Бургас,BGS,BGS04,BGS04-00,1,1,1,1901,SE,569
07911,с.,Бурево,SML,SML18,SML18-01,3,7,6,1901,S,570
07082,с.,Буря,GAB,GAB29,GAB29-33,3,7,6,1901,N,571
07096,с.,Бусинци,PER,PER51,PER51-00,3,8,7,1901,SW,572
07106,с.,Бусманци,SOF,SOF46,SOF46-31,3,5,6,1901,SW,573
07116,с.,Бутан,VRC,VRC20,VRC20-01,3,5,2,1901,NW,574
07123,с.,Бутово,VTR,VTR22,VTR22-02,3,6,2,1901,N,575
07867,с.,Бутрева,PAZ,PAZ08,PAZ08-04,3,7,8,1901,S,576
07137,с.,Бутроинци,PER,PER51,PER51-00,3,8,7,1901,SW,577
07140,гр.,Бухово,SOF,SOF46,SOF46-49,1,4,6,1901,SW,578
07154,с.,Буховци,TGV,TGV35,TGV35-07,3,6,4,1901,NE,579
07171,с.,Бучин проход,SFO,SFO26,SFO26-03,3,7,7,1901,SW,580
07168,с.,Бучино,BLG,BLG03,BLG03-00,3,8,5,1901,SW,581
07185,с.,Бучуковци,GAB,GAB12,GAB12-02,3,8,6,1901,N,582
07199,с.,Бъдеще,SZR,SZR31,SZR31-07,3,7,3,1901,SE,583
07209,с.,Бъзовец,MON,MON11,MON11-00,3,8,3,1901,NW,584
07212,с.,Бъзовец,RSE,RSE08,RSE08-03,3,5,3,1901,N,585
07226,с.,Бъзовица,KNL,KNL50,KNL50-00,3,8,7,1901,SW,586
07231,с.,Бъзън,RSE,RSE27,RSE27-14,3,5,3,1901,N,587
07243,с.,Българаново,TGV,TGV22,TGV22-40,3,7,5,1901,NE,588
07257,с.,Българево,DOB,DOB17,DOB17-04,3,5,2,1901,NE,589
07260,с.,Българене,LOV,LOV18,LOV18-05,3,7,5,1901,NW,590
07274,с.,Българене,PVN,PVN16,PVN16-04,3,6,2,1901,NW,591
07288,с.,Българене,SZR,SZR27,SZR27-00,3,8,3,1901,SE,592
07291,с.,Българи,BGS,BGS13,BGS13-00,3,8,4,1901,SE,593
07315,с.,Българин,HKV,HKV33,HKV33-04,3,6,3,1901,S,595
07329,с.,Българка,SLS,SLS31,SLS31-00,3,7,2,1901,N,596
07332,гр.,Българово,BGS,BGS04,BGS04-04,1,5,2,1901,SE,597
07346,с.,Българска поляна,HKV,HKV32,HKV32-01,3,7,5,1901,S,598
07357,с.,Български извор,LOV,LOV33,LOV33-01,3,5,4,1901,NW,599
07363,с.,Българско Сливово,VTR,VTR28,VTR28-03,3,5,3,1901,N,600
07377,с.,Българчево,BLG,BLG03,BLG03-05,3,7,6,1901,SW,601
07380,с.,Бънзарето,SZR,SZR22,SZR22-00,3,8,7,1901,SE,602
07394,с.,Бърдарево,VAR,VAR13,VAR13-00,3,8,3,1901,NE,603
07404,с.,Бърдарите,GAB,GAB35,GAB35-04,3,8,6,1901,N,604
07418,с.,Бърдарски геран,VRC,VRC08,VRC08-03,3,6,3,1901,NW,605
07421,с.,Бърдени,GAB,GAB35,GAB35-00,3,8,6,1901,N,606
07435,с.,Бърдо,SFO,SFO20,SFO20-00,3,8,8,1901,SW,607
07452,с.,Бърдоква,RAZ,RAZ14,RAZ14-02,3,7,4,1901,N,608
07472,с.,Бърза река,KRZ,KRZ35,KRZ35-26,3,8,5,1901,S,609
07497,с.,Бързина,VRC,VRC35,VRC35-02,3,7,3,1901,NW,611
07507,с.,Бързица,VAR,VAR24,VAR24-03,3,7,2,1901,NE,612
07510,с.,Бързия,MON,MON02,MON02-05,3,5,5,1901,NW,613
07524,с.,Бъркач,PVN,PVN11,PVN11-01,3,6,4,1901,NW,614
07538,с.,Бъркачево,VRC,VRC08,VRC08-04,3,6,3,1901,NW,615
07541,с.,Бърложница,SFO,SFO45,SFO45-00,3,8,6,1901,SW,616
07555,с.,Бърля,SFO,SFO09,SFO09-00,3,8,7,1901,SW,617
07569,с.,Бърчево,SML,SML27,SML27-14,3,7,7,1901,S,618
07572,с.,Бъта,PAZ,PAZ20,PAZ20-02,3,5,5,1901,S,619
07586,с.,Бяга,PAZ,PAZ06,PAZ06-01,3,5,4,1901,S,620
07729,с.,Бял бряг,SHU,SHU25,SHU25-10,3,7,2,1901,NE,621
07747,с.,Бял извор,KRZ,KRZ02,KRZ02-03,3,5,6,1901,S,622
07750,с.,Бял извор,SZR,SZR23,SZR23-02,3,7,3,1901,SE,623
07778,с.,Бял кладенец,SLV,SLV16,SLV16-31,3,7,3,1901,SE,624
07781,с.,Бял кладенец,HKV,HKV30,HKV30-13,3,8,5,1901,S,625
07598,гр.,Бяла,VAR,VAR05,VAR05-00,1,4,2,1901,NE,626
07603,гр.,Бяла,RSE,RSE04,RSE04-00,1,3,2,1901,N,627
07613,с.,Бяла,SLV,SLV20,SLV20-06,3,5,5,1901,SE,628
07627,с.,Бяла вода,BGS,BGS12,BGS12-00,3,8,4,1901,SE,629
07630,с.,Бяла вода,PVN,PVN03,PVN03-01,3,7,2,1901,NW,630
07644,с.,Бяла паланка,SLV,SLV24,SLV24-03,3,5,5,1901,SE,631
07658,с.,Бяла поляна,KRZ,KRZ16,KRZ16-56,3,7,5,1901,S,632
07661,с.,Бяла река,VTR,VTR32,VTR32-01,3,7,3,1901,N,633
07675,с.,Бяла река,PDV,PDV23,PDV23-02,3,6,3,1901,S,634
07689,с.,Бяла река,SML,SML27,SML27-12,3,7,7,1901,S,635
07692,с.,Бяла река,SHU,SHU10,SHU10-02,3,5,4,1901,NE,636
07702,гр.,Бяла Слатина,VRC,VRC08,VRC08-00,1,3,3,1901,NW,637
07716,гр.,Бяла черква,VTR,VTR22,VTR22-03,1,5,2,1901,N,638
07733,с.,Бялградец,HKV,HKV11,HKV11-24,3,8,4,1901,S,639
07764,с.,Бялка,KRZ,KRZ16,KRZ16-57,3,8,5,1901,S,640
07795,с.,Бялково,GAB,GAB05,GAB05-00,3,8,6,1901,N,641
07805,с.,Бялковци,VTR,VTR13,VTR13-01,3,8,5,1901,N,642
07819,с.,Бяло поле,SZR,SZR23,SZR23-03,3,7,3,1901,SE,643
10015,с.,Вазово,RAZ,RAZ14,RAZ14-03,3,5,4,1901,N,644
10029,с.,Вакарел,SFO,SFO20,SFO20-06,3,5,7,1901,SW,645
10032,с.,Ваклино,DOB,DOB29,DOB29-02,3,7,1,1901,NE,646
10046,с.,Ваклиново,BLG,BLG42,BLG42-02,3,6,8,1901,SW,647
10050,с.,Ваксево,KNL,KNL31,KNL31-01,3,6,7,1901,SW,648
13069,с.,Валевци,GAB,GAB29,GAB29-00,3,8,6,1901,N,649
10063,с.,Валето,VTR,VTR13,VTR13-00,3,8,5,1901,N,650
10080,с.,Варана,PVN,PVN16,PVN16-00,3,8,2,1901,NW,651
10094,с.,Варвара,BGS,BGS13,BGS13-04,3,7,2,1901,SE,652
10104,с.,Варвара,PAZ,PAZ29,PAZ29-03,3,5,5,1901,S,653
10118,с.,Вардим,VTR,VTR28,VTR28-04,3,5,2,1901,N,654
10121,с.,Вардун,TGV,TGV35,TGV35-08,3,6,5,1901,NE,655
10135,гр.,Варна,VAR,VAR06,VAR06-00,1,1,1,1901,NE,656
10149,с.,Варненци,SLS,SLS34,SLS34-04,3,7,3,1901,N,657
10152,с.,Варник,HKV,HKV28,HKV28-00,3,8,3,1901,S,658
10166,с.,Варовник,BGS,BGS06,BGS06-00,3,8,5,1901,SE,659
10176,с.,Васил Друмев,SHU,SHU30,SHU30-02,3,7,3,1901,NE,660
10207,с.,Васил Левски,PDV,PDV13,PDV13-04,3,5,5,1901,S,661
10210,с.,Васил Левски,SLS,SLS01,SLS01-00,3,8,3,1901,N,662
10224,с.,Васил Левски,SZR,SZR23,SZR23-04,3,7,3,1901,SE,663
10238,с.,Васил Левски,TGV,TGV35,TGV35-09,3,7,3,1901,NE,664
10183,с.,Василево,DOB,DOB12,DOB12-04,3,7,3,1901,NE,665
10255,с.,Василовци,MON,MON07,MON07-02,3,5,2,1901,NW,667
10269,с.,Василовци,SFO,SFO16,SFO16-00,3,8,7,1901,SW,668
10272,с.,Васильово,LOV,LOV33,LOV33-13,3,7,6,1901,NW,669
10286,с.,Васково,HKV,HKV17,HKV17-00,3,8,4,1901,S,670
10291,с.,Ведраре,PDV,PDV13,PDV13-05,3,5,5,1901,S,671
10307,с.,Ведрина,DOB,DOB15,DOB15-09,3,6,4,1901,NE,672
10313,с.,Ведрово,BGS,BGS23,BGS23-00,3,8,4,1901,SE,673
10327,с.,Везенково,BGS,BGS23,BGS23-04,3,7,5,1901,SE,674
10330,с.,Векилски,SHU,SHU21,SHU21-00,3,8,4,1901,NE,675
10344,с.,Веленци,GAB,GAB35,GAB35-00,3,8,6,1901,N,676
10358,с.,Велешани,KRZ,KRZ16,KRZ16-04,3,7,6,1901,S,677
10361,с.,Велика,BGS,BGS13,BGS13-00,3,8,2,1901,SE,678
10375,с.,Великан,HKV,HKV09,HKV09-00,3,8,3,1901,S,679
10389,с.,Великденче,KRZ,KRZ08,KRZ08-01,3,7,5,1901,S,680
10392,с.,Великденче,TGV,TGV22,TGV22-41,3,7,6,1901,NE,681
58222,гр.,Велики Преслав,SHU,SHU23,SHU23-00,1,3,3,1901,NE,682
10447,гр.,Велико Търново,VTR,VTR04,VTR04-00,1,1,3,1901,N,683
10416,с.,Великово,SZR,SZR07,SZR07-00,3,8,3,1901,SE,684
10422,с.,Великово,DOB,DOB12,DOB12-00,3,8,3,1901,NE,685
10433,с.,Великовци,TGV,TGV02,TGV02-00,3,8,6,1901,NE,686
10450,гр.,Велинград,PAZ,PAZ08,PAZ08-00,1,2,7,1901,S,687
10464,с.,Велино,SHU,SHU30,SHU30-23,3,7,4,1901,NE,688
