ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
37753,с.,Козичино,BGS,BGS17,BGS17-11,3,7,5,1901,SE,2387
37767,с.,Козлево,KRZ,KRZ14,KRZ14-58,3,8,5,1901,S,2388
37770,с.,Козлец,HKV,HKV34,HKV34-16,3,6,4,1901,S,2389
37784,с.,Козловец,VTR,VTR28,VTR28-08,3,5,2,1901,N,2390
37798,гр.,Козлодуй,VRC,VRC20,VRC20-00,1,3,1,1901,NW,2391
37808,с.,Козлодуйци,DOB,DOB15,DOB15-28,3,6,3,1901,NE,2392
37811,с.,Козма презвитер,TGV,TGV22,TGV22-23,3,6,5,1901,NE,2393
37825,с.,Козница,BGS,BGS15,BGS15-00,3,8,2,1901,SE,2394
37842,с.,Козя река,VTR,VTR13,VTR13-09,3,8,5,1901,N,2395
37839,с.,Козяк,SLS,SLS10,SLS10-08,3,7,3,1901,N,2396
37856,с.,Коиловци,PVN,PVN24,PVN24-10,3,6,3,1901,NW,2397
37863,гр.,Койнаре,PVN,PVN37,PVN37-05,1,5,2,1901,NW,2398
37890,с.,Койчовци,GAB,GAB35,GAB35-00,3,8,6,1901,N,2399
37914,с.,Кокаляне,SOF,SOF46,SOF46-59,3,5,6,1901,SW,2400
37928,с.,Кокиче,KRZ,KRZ16,KRZ16-72,3,8,5,1901,S,2401
37959,с.,Кокорци,SML,SML27,SML27-00,3,8,7,1901,S,2402
37962,с.,Кокошане,KRZ,KRZ16,KRZ16-73,3,8,5,1901,S,2403
37976,с.,Колари,VTR,VTR13,VTR13-00,3,8,5,1901,N,2404
37989,с.,Коларово,BLG,BLG33,BLG33-20,3,5,5,1901,SW,2405
37993,с.,Коларово,SLS,SLS07,SLS07-11,3,6,3,1901,N,2406
38008,с.,Коларово,SZR,SZR27,SZR27-11,3,6,3,1901,SE,2407
38011,с.,Коларово,HKV,HKV33,HKV33-00,3,8,4,1901,S,2408
38025,с.,Коларци,DOB,DOB27,DOB27-14,3,6,4,1901,NE,2409
38039,с.,Колена,SZR,SZR31,SZR31-20,3,7,4,1901,SE,2410
38042,с.,Колец,HKV,HKV19,HKV19-06,3,7,5,1901,S,2411
38056,с.,Колибите,BLG,BLG49,BLG49-00,3,8,8,1901,SW,2412
38060,с.,Колишовци,GAB,GAB05,GAB05-00,3,8,6,1901,N,2413
38073,с.,Колобър,SLS,SLS10,SLS10-09,3,6,4,1901,N,2414
38090,с.,Колю Ганев,GAB,GAB35,GAB35-04,3,8,6,1901,N,2415
38100,с.,Колю Мариново,SZR,SZR04,SZR04-00,3,8,5,1901,SE,2416
38114,с.,Комарево,VAR,VAR24,VAR24-10,3,7,2,1901,NE,2417
38128,с.,Комарево,VRC,VRC08,VRC08-10,3,7,3,1901,NW,2418
38131,с.,Комарево,MON,MON02,MON02-00,3,8,4,1901,NW,2419
38145,с.,Комарево,PVN,PVN10,PVN10-07,3,5,1,1901,NW,2420
38159,с.,Комощица,MON,MON38,MON38-03,3,5,3,1901,NW,2421
38162,с.,Комунари,VAR,VAR16,VAR16-06,3,7,2,1901,NE,2422
38176,с.,Комунига,KRZ,KRZ35,KRZ35-12,3,5,6,1901,S,2423
38186,с.,Комщица,SFO,SFO09,SFO09-00,3,8,7,1901,SW,2424
38193,с.,Конак,TGV,TGV24,TGV24-00,3,8,5,1901,NE,2425
38203,с.,Конаре,SZR,SZR37,SZR37-09,3,6,5,1901,SE,2426
38217,с.,Конаре,DOB,DOB12,DOB12-00,3,8,3,1901,NE,2427
38220,с.,Конарско,BLG,BLG53,BLG53-05,3,6,7,1901,SW,2428
38234,с.,Конарското,GAB,GAB35,GAB35-00,3,8,7,1901,N,2429
38248,с.,Кондово,HKV,HKV11,HKV11-10,3,8,5,1901,S,2430
38251,с.,Кондолово,BGS,BGS13,BGS13-00,3,8,5,1901,SE,2431
38265,с.,Кондофрей,PER,PER36,PER36-30,3,7,6,1901,SW,2432
38279,с.,Коневец,JAM,JAM25,JAM25-51,3,7,3,1901,SE,2433
38282,с.,Конево,KRZ,KRZ16,KRZ16-15,3,7,5,1901,S,2434
38296,с.,Конево,RAZ,RAZ14,RAZ14-00,3,8,4,1901,N,2435
38306,с.,Конево,SHU,SHU10,SHU10-17,3,7,4,1901,NE,2436
38317,с.,Конници,HKV,HKV11,HKV11-11,3,8,6,1901,S,2437
38323,с.,Коноп,TGV,TGV02,TGV02-06,3,7,5,1901,NE,2438
41126,с.,Конска,PER,PER08,PER08-00,3,7,7,1901,SW,2439
38337,с.,Константин,VTR,VTR13,VTR13-09,3,5,5,1901,N,2440
38340,с.,Константиновец,SZR,SZR27,SZR27-00,3,8,3,1901,SE,2441
38354,с.,Константиново,VAR,VAR06,VAR06-11,3,5,2,1901,NE,2442
38368,с.,Константиново,HKV,HKV29,HKV29-03,3,7,3,1901,S,2443
52279,с.,Константиново,BGS,BGS08,BGS08-06,3,7,1,1901,SE,2444
38371,с.,Контил,KRZ,KRZ08,KRZ08-08,3,8,7,1901,S,2445
38385,с.,Конуш,PDV,PDV01,PDV01-11,3,6,3,1901,S,2446
38399,с.,Конуш,HKV,HKV34,HKV34-17,3,6,3,1901,S,2447
38409,с.,Конче,KRZ,KRZ21,KRZ21-12,3,7,5,1901,S,2448
41188,с.,Коньовец,SHU,SHU30,SHU30-11,3,6,4,1901,NE,2449
38426,с.,Коньово,SLV,SLV16,SLV16-12,3,6,3,1901,SE,2450
38432,с.,Коняво,KNL,KNL29,KNL29-22,3,6,6,1901,SW,2451
38460,с.,Копаница,PER,PER36,PER36-29,3,7,7,1901,SW,2452
38474,с.,Копиловци,KNL,KNL29,KNL29-23,3,6,5,1901,SW,2453
38488,с.,Копиловци,MON,MON14,MON14-10,3,6,6,1901,NW,2454
38491,с.,Копитник,KRZ,KRZ35,KRZ35-12,3,8,6,1901,S,2455
38501,с.,Копрец,TGV,TGV35,TGV35-16,3,7,5,1901,NE,2456
38515,с.,Коприва,KNL,KNL29,KNL29-00,3,8,8,1901,SW,2457
38529,с.,Копривец,RSE,RSE04,RSE04-06,3,5,3,1901,N,2458
38532,с.,Копривлен,BLG,BLG52,BLG52-06,3,5,6,1901,SW,2459
38558,гр.,Копривщица,SFO,SFO24,SFO24-00,1,4,7,1901,SW,2460
38563,с.,Копринка,SZR,SZR12,SZR12-07,3,5,5,1901,SE,2461
38577,с.,Копчелиите,GAB,GAB05,GAB05-00,3,8,5,1901,N,2462
38580,с.,Корен,HKV,HKV34,HKV34-18,3,6,3,1901,S,2463
38594,с.,Кориите,SML,SML16,SML16-23,3,8,7,1901,S,2464
38604,с.,Коритата,SML,SML27,SML27-13,3,7,7,1901,S,2465
38618,с.,Коритен,DOB,DOB20,DOB20-09,3,7,3,1901,NE,2466
38621,с.,Корията,GAB,GAB29,GAB29-12,3,8,5,1901,N,2467
38635,с.,Коркина,KNL,KNL04,KNL04-16,3,7,7,1901,SW,2468
38652,с.,Кормянско,GAB,GAB29,GAB29-15,3,6,4,1901,N,2469
38666,с.,Корница,BLG,BLG11,BLG11-07,3,5,6,1901,SW,2470
38683,с.,Кортен,SLV,SLV16,SLV16-13,3,5,4,1901,SE,2471
38697,с.,Кос,KRZ,KRZ21,KRZ21-39,3,8,6,1901,S,2472
38707,с.,Косара,SLS,SLS07,SLS07-28,3,7,3,1901,N,2473
38710,с.,Косарка,GAB,GAB12,GAB12-00,3,8,4,1901,N,2474
38724,с.,Косача,PER,PER22,PER22-00,3,7,6,1901,SW,2475
38738,с.,Косевци,VTR,VTR13,VTR13-00,3,8,6,1901,N,2476
38741,с.,Косилка,GAB,GAB12,GAB12-02,3,8,6,1901,N,2477
38769,с.,Косовец,BGS,BGS17,BGS17-12,3,7,3,1901,SE,2478
38772,с.,Косово,VID,VID06,VID06-05,3,6,2,1901,NW,2479
38786,с.,Косово,KNL,KNL50,KNL50-00,3,8,7,1901,SW,2480
38799,с.,Косово,PDV,PDV01,PDV01-14,3,8,7,1901,S,2481
38804,с.,Косово,SHU,SHU19,SHU19-04,3,7,4,1901,NE,2482
38858,с.,Коста Перчево,VID,VID22,VID22-00,3,8,3,1901,NW,2483
38813,с.,Костадините,GAB,GAB05,GAB05-00,3,8,6,1901,N,2484
41191,с.,Костадинкино,SFO,SFO20,SFO20-00,3,8,7,1901,SW,2485
38830,с.,Костанденец,RAZ,RAZ36,RAZ36-02,3,7,3,1901,N,2486
38844,гр.,Костандово,PAZ,PAZ24,PAZ24-02,1,4,7,1901,S,2487
38861,с.,Костел,VTR,VTR13,VTR13-00,3,8,5,1901,N,2488
38875,с.,Костелево,VRC,VRC10,VRC10-10,3,6,5,1901,NW,2489
38889,с.,Костен,BGS,BGS23,BGS23-11,3,7,4,1901,SE,2490
38892,с.,Костена река,SHU,SHU30,SHU30-00,3,8,4,1901,NE,2491
38902,гр.,Костенец,SFO,SFO25,SFO25-00,1,3,5,1901,SW,2492
38916,с.,Костенец,SFO,SFO25,SFO25-02,3,4,6,1901,SW,2493
38920,с.,Костенковци,GAB,GAB05,GAB05-00,3,8,6,1901,N,2494
38933,с.,Костенци,MON,MON02,MON02-00,3,8,5,1901,NW,2495
38947,с.,Кости,BGS,BGS13,BGS13-07,3,7,2,1901,SE,2496
38950,с.,Костиево,PDV,PDV17,PDV17-08,3,5,3,1901,S,2497
38964,с.,Костилково,HKV,HKV11,HKV11-15,3,8,5,1901,S,2498
38978,гр.,Костинброд,SFO,SFO26,SFO26-00,1,3,6,1901,SW,2499
38981,с.,Костино,KRZ,KRZ16,KRZ16-16,3,7,6,1901,S,2500
38995,с.,Костичовци,VID,VID16,VID16-00,3,8,4,1901,NW,2501
39001,с.,Костур,HKV,HKV28,HKV28-00,3,8,5,1901,S,2502
39013,с.,Костурино,KRZ,KRZ14,KRZ14-20,3,8,5,1901,S,2503
39027,с.,Костуринци,PER,PER51,PER51-00,3,8,7,1901,SW,2504
39030,гр.,Котел,SLV,SLV11,SLV11-00,1,3,6,1901,SE,2505
39044,с.,Котеновци,MON,MON02,MON02-10,3,7,5,1901,NW,2506
39058,с.,Котлари,KRZ,KRZ15,KRZ15-69,3,8,3,1901,S,2507
39061,с.,Котленци,DOB,DOB15,DOB15-29,3,7,4,1901,NE,2508
39075,с.,Котуци,VTR,VTR13,VTR13-00,3,8,6,1901,N,2509
39089,с.,Кочан,BLG,BLG42,BLG42-07,3,5,7,1901,SW,2510
39092,с.,Кочани,SML,SML18,SML18-08,3,7,6,1901,S,2511
39102,с.,Кочево,PDV,PDV28,PDV28-06,3,6,3,1901,S,2512
39116,гр.,Кочериново,KNL,KNL27,KNL27-00,1,4,5,1901,SW,2513
39127,с.,Кочмар,DOB,DOB27,DOB27-15,3,7,4,1901,NE,2514
39133,с.,Кочово,SHU,SHU23,SHU23-04,3,6,3,1901,NE,2515
39147,с.,Кошава,VID,VID09,VID09-20,3,6,1,1901,NW,2516
39150,с.,Кошарево,PER,PER08,PER08-17,3,7,7,1901,SW,2517
41251,с.,Кошарите,PER,PER36,PER36-00,3,8,6,1901,SW,2518
39164,с.,Кошарица,BGS,BGS15,BGS15-04,3,5,3,1901,SE,2519
39178,с.,Кошарна,RSE,RSE33,RSE33-05,3,6,3,1901,N,2520
39181,с.,Кошница,SML,SML31,SML31-00,3,8,7,1901,S,2521
39195,с.,Кошничари,TGV,TGV35,TGV35-00,3,8,5,1901,NE,2522
39205,с.,Кошов,RSE,RSE13,RSE13-02,3,7,2,1901,N,2523
39222,с.,Кравино,SZR,SZR23,SZR23-00,3,8,3,1901,SE,2524
39236,с.,Краводер,VRC,VRC21,VRC21-08,3,6,3,1901,NW,2525
39242,с.,Крагулево,DOB,DOB15,DOB15-00,3,8,3,1901,NE,2526
39267,с.,Краево,SFO,SFO07,SFO07-00,3,7,7,1901,SW,2527
39270,с.,Краище,BLG,BLG02,BLG02-06,3,5,8,1901,SW,2528
39284,с.,Краище,DOB,DOB12,DOB12-00,3,8,3,1901,NE,2529
39298,с.,Крайгорци,SHU,SHU10,SHU10-16,3,7,5,1901,NE,2530
39311,с.,Крайна,SML,SML16,SML16-00,3,8,7,1901,S,2531
41277,с.,Крайна,SML,SML18,SML18-00,3,8,5,1901,S,2532
39325,с.,Крайни дол,KNL,KNL48,KNL48-00,3,8,6,1901,SW,2533
39339,с.,Крайници,KNL,KNL48,KNL48-09,3,5,6,1901,SW,2534
39342,с.,Крайно село,KRZ,KRZ16,KRZ16-43,3,7,4,1901,S,2535
39356,с.,Крайново,JAM,JAM03,JAM03-00,3,8,5,1901,SE,2536
39368,с.,Крайполе,TGV,TGV02,TGV02-00,3,8,5,1901,NE,2537
39373,с.,Кракра,VAR,VAR09,VAR09-00,3,8,4,1901,NE,2538
39387,с.,Кралев дол,PER,PER32,PER32-10,3,6,7,1901,SW,2539
39390,с.,Кралево,TGV,TGV35,TGV35-17,3,6,4,1901,NE,2540
39400,с.,Кралево,HKV,HKV30,HKV30-25,3,7,4,1901,S,2541
39428,с.,Крали Марко,PAZ,PAZ19,PAZ19-13,3,7,4,1901,S,2542
39431,с.,Крамолин,GAB,GAB29,GAB29-16,3,6,5,1901,N,2543
39445,с.,Кран,KRZ,KRZ14,KRZ14-19,3,7,6,1901,S,2544
39459,с.,Кранево,DOB,DOB03,DOB03-07,3,4,1,1901,NE,2545
39462,с.,Краново,SLS,SLS15,SLS15-00,3,8,3,1901,N,2546
39483,с.,Крапец,VRC,VRC27,VRC27-13,3,7,5,1901,NW,2547
39493,с.,Крапец,DOB,DOB29,DOB29-09,3,7,1,1901,NE,2548
39503,с.,Крапчене,MON,MON29,MON29-25,3,7,3,1901,NW,2549
39517,с.,Красава,PER,PER08,PER08-00,3,8,7,1901,SW,2550
39520,с.,Красен,RSE,RSE13,RSE13-03,3,6,2,1901,N,2551
39534,с.,Красен,DOB,DOB12,DOB12-18,3,6,3,1901,NE,2552
39548,с.,Красен дол,SHU,SHU21,SHU21-04,3,7,5,1901,NE,2553
39551,с.,Красимир,VAR,VAR16,VAR16-00,3,8,2,1901,NE,2554
39565,с.,Красино,KRZ,KRZ15,KRZ15-21,3,8,5,1901,S,2555
39582,с.,Красно градище,VTR,VTR32,VTR32-00,3,8,3,1901,N,2556
39579,с.,Красново,PDV,PDV37,PDV37-02,3,6,5,1901,S,2557
39596,с.,Красноселци,TGV,TGV22,TGV22-51,3,7,6,1901,NE,2558
39606,с.,Крачимир,VID,VID01,VID01-00,3,8,5,1901,NW,2559
39614,с.,Кремен,BLG,BLG01,BLG01-03,3,7,8,1901,SW,2560
41174,с.,Кремен,KRZ,KRZ14,KRZ14-59,3,8,5,1901,S,2561
39623,с.,Кремена,DOB,DOB03,DOB03-08,3,7,4,1901,NE,2562
39637,с.,Кремене,SML,SML31,SML31-00,3,8,8,1901,S,2563
80131,с.,Кременец,KRZ,KRZ21,KRZ21-25,3,8,6,1901,S,2564
39640,с.,Кременик,KNL,KNL48,KNL48-00,3,8,7,1901,SW,2565
39668,с.,Крепост,HKV,HKV09,HKV09-14,3,5,4,1901,S,2566
39671,с.,Крепча,TGV,TGV23,TGV23-04,3,5,3,1901,NE,2567
39685,с.,Креслювци,GAB,GAB35,GAB35-00,3,8,6,1901,N,2568
14492,гр.,Кресна,BLG,BLG28,BLG28-00,1,4,6,1901,SW,2569
39709,с.,Крета,VRC,VRC27,VRC27-14,3,7,4,1901,NW,2570
39712,с.,Крета,PVN,PVN08,PVN08-11,3,7,2,1901,NW,2571
39726,с.,Крибул,BLG,BLG42,BLG42-08,3,6,7,1901,SW,2572
39730,с.,Крива бара,VRC,VRC20,VRC20-03,3,6,2,1901,NW,2573
39743,с.,Крива бара,MON,MON07,MON07-07,3,6,2,1901,NW,2574
39757,с.,Крива круша,SLV,SLV16,SLV16-00,3,8,5,1901,SE,2575
39760,с.,Крива река,SHU,SHU21,SHU21-05,3,7,4,1901,NE,2576
39788,с.,Кривина,RSE,RSE37,RSE37-06,3,6,2,1901,N,2577
39791,с.,Кривина,SOF,SOF46,SOF46-60,3,5,6,1901,SW,2578
39801,с.,Кривини,VAR,VAR13,VAR13-00,3,8,2,1901,NE,2579
39815,с.,Кривица,RAZ,RAZ29,RAZ29-09,3,7,5,1901,N,2580
39829,с.,Кривня,VAR,VAR24,VAR24-11,3,7,4,1901,NE,2581
39832,с.,Кривня,RSE,RSE05,RSE05-04,3,6,3,1901,N,2582
39863,с.,Криво поле,HKV,HKV34,HKV34-19,3,6,4,1901,S,2583
39846,гр.,Криводол,VRC,VRC21,VRC21-00,1,4,3,1901,NW,2584
39855,с.,Кривонос,PER,PER08,PER08-00,3,8,7,1901,SW,2585
39877,с.,Крилатица,KRZ,KRZ14,KRZ14-20,3,7,5,1901,S,2586
39880,с.,Крилювци,VTR,VTR13,VTR13-00,3,8,6,1901,N,2587
39894,с.,Крин,KRZ,KRZ16,KRZ16-74,3,7,5,1901,S,2588
39918,с.,Крислово,PDV,PDV17,PDV17-09,3,6,3,1901,S,2589
39921,гр.,Кричим,PDV,PDV39,PDV39-00,1,3,3,1901,S,2590
39935,с.,Кромидово,BLG,BLG33,BLG33-21,3,7,3,1901,SW,2591
39949,с.,Крояч,RAZ,RAZ17,RAZ17-10,3,7,4,1901,N,2592
39952,с.,Кроячево,KRZ,KRZ02,KRZ02-12,3,8,6,1901,S,2593
39966,с.,Крум,HKV,HKV09,HKV09-15,3,6,3,1901,S,2594
39970,гр.,Крумовград,KRZ,KRZ15,KRZ15-00,1,3,4,1901,S,2595
39983,с.,Крумово,VAR,VAR02,VAR02-13,3,7,5,1901,NE,2596
39997,с.,Крумово,KNL,KNL27,KNL27-00,3,8,5,1901,SW,2597
40004,с.,Крумово,PDV,PDV26,PDV26-14,3,4,3,1901,S,2598
40018,с.,Крумово,JAM,JAM25,JAM25-21,3,6,3,1901,SE,2599
40021,с.,Крумово градище,BGS,BGS09,BGS09-16,3,7,4,1901,SE,2600
40035,с.,Крумчевци,VTR,VTR13,VTR13-09,3,8,5,1901,N,2601
40049,с.,Крупен,DOB,DOB17,DOB17-00,3,8,3,1901,NE,2602
40052,с.,Крупник,BLG,BLG44,BLG44-06,3,4,5,1901,SW,2603
40066,с.,Круша,VAR,VAR01,VAR01-00,3,8,1,1901,NE,2604
40070,с.,Круша,SFO,SFO16,SFO16-00,3,8,6,1901,SW,2605
40083,с.,Крушаре,SLV,SLV20,SLV20-25,3,5,3,1901,SE,2606
40097,с.,Крушари,DOB,DOB20,DOB20-00,3,5,3,1901,NE,2607
40110,с.,Крушев дол,SML,SML16,SML16-00,3,8,7,1901,S,2608
40124,с.,Крушевец,BGS,BGS21,BGS21-08,3,6,3,1901,SE,2609
40138,с.,Крушево,BLG,BLG13,BLG13-07,3,7,8,1901,SW,2610
40141,с.,Крушево,GAB,GAB29,GAB29-17,3,6,5,1901,N,2611
40155,с.,Крушево,PDV,PDV23,PDV23-13,3,6,3,1901,S,2612
40169,с.,Крушевска,KRZ,KRZ16,KRZ16-75,3,7,6,1901,S,2613
40172,с.,Крушето,VTR,VTR06,VTR06-06,3,6,2,1901,N,2614
40186,с.,Крушка,KRZ,KRZ16,KRZ16-00,3,8,5,1901,S,2615
40195,с.,Крушовене,PVN,PVN10,PVN10-08,3,5,1,1901,NW,2616
40200,с.,Крушовица,VRC,VRC28,VRC28-02,3,5,2,1901,NW,2617
40213,с.,Крушовица,PVN,PVN11,PVN11-04,3,5,1,1901,NW,2618
40227,с.,Крушовица,SFO,SFO17,SFO17-02,3,8,7,1901,SW,2619
40230,с.,Крушово,BGS,BGS09,BGS09-00,3,7,3,1901,SE,2620
40244,с.,Крушово,PDV,PDV15,PDV15-00,3,8,8,1901,S,2621
40258,с.,Крушолак,TGV,TGV02,TGV02-00,3,8,6,1901,NE,2622
40261,с.,Крушуна,LOV,LOV17,LOV17-02,3,6,3,1901,NW,2623
40275,с.,Кръвеник,GAB,GAB29,GAB29-18,3,7,6,1901,N,2624
40292,гр.,Крън,SZR,SZR12,SZR12-08,1,4,5,1901,SE,2625
40302,с.,Крънджилица,BLG,BLG33,BLG33-00,3,8,7,1901,SW,2626
40316,с.,Крънча,GAB,GAB12,GAB12-00,3,8,5,1901,N,2627
41136,с.,Кръстава,PAZ,PAZ08,PAZ08-09,3,6,8,1901,S,2628
40326,с.,Кръстатица,SML,SML02,SML02-00,3,8,8,1901,S,2629
40333,с.,Кръстевич,PDV,PDV37,PDV37-03,3,7,5,1901,S,2630
40350,с.,Кръстеняците,GAB,GAB35,GAB35-00,3,8,6,1901,N,2631
40364,с.,Кръстец,GAB,GAB35,GAB35-00,3,8,7,1901,N,2632
40378,с.,Кръстилци,BLG,BLG40,BLG40-00,3,8,6,1901,SW,2633
40381,с.,Кръстина,BGS,BGS08,BGS08-04,3,6,2,1901,SE,2634
40395,с.,Кръшно,TGV,TGV35,TGV35-54,3,7,4,1901,NE,2635
40419,с.,Кубадин,BGS,BGS06,BGS06-00,3,8,3,1901,SE,2636
40422,гр.,Кубрат,RAZ,RAZ16,RAZ16-00,1,3,4,1901,N,2637
40436,с.,Кубратово,SOF,SOF46,SOF46-40,3,5,6,1901,SW,2638
40441,с.,Куделин,VID,VID06,VID06-06,3,6,3,1901,NW,2639
40453,с.,Кузьово,BLG,BLG02,BLG02-07,3,7,8,1901,SW,2640
40467,гр.,Куклен,PDV,PDV42,PDV42-00,1,4,4,1901,S,2641
40470,с.,Кукля,GAB,GAB12,GAB12-00,3,8,6,1901,N,2642
40484,с.,Кукорево,JAM,JAM25,JAM25-22,3,5,3,1901,SE,2643
40498,с.,Кукувица,SML,SML31,SML31-41,3,8,8,1901,S,2644
40508,с.,Кукурахцево,BLG,BLG33,BLG33-00,3,8,7,1901,SW,2645
40511,с.,Кукуряк,KRZ,KRZ14,KRZ14-21,3,7,6,1901,S,2646
40525,гр.,Кула,VID,VID22,VID22-00,1,4,4,1901,NW,2647
40539,с.,Кулата,BLG,BLG33,BLG33-23,3,5,2,1901,SW,2648
40573,с.,Кулина вода,PVN,PVN03,PVN03-03,3,7,3,1901,NW,2649
40587,с.,Куманите,GAB,GAB12,GAB12-02,3,8,6,1901,N,2650
40590,с.,Куманово,VAR,VAR02,VAR02-14,3,7,4,1901,NE,2651
40628,с.,Кундево,SML,SML18,SML18-09,3,7,7,1901,S,2652
40645,с.,Кунино,VRC,VRC32,VRC32-03,3,6,3,1901,NW,2653
40659,с.,Купен,GAB,GAB29,GAB29-00,3,8,5,1901,N,2654
40662,с.,Купен,SML,SML16,SML16-09,3,8,8,1901,S,2655
40676,с.,Купците,KRZ,KRZ08,KRZ08-26,3,8,6,1901,S,2656
40693,с.,Курново,VRC,VRC32,VRC32-04,3,7,5,1901,NW,2657
40703,с.,Куртово,PDV,PDV13,PDV13-31,3,7,5,1901,S,2658
40717,с.,Куртово Конаре,PDV,PDV41,PDV41-02,3,5,3,1901,S,2659
40748,с.,Кутела,SML,SML31,SML31-15,3,7,8,1901,S,2660
40751,с.,Кутловица,SLS,SLS01,SLS01-00,3,8,3,1901,N,2661
41263,с.,Кутово,VID,VID09,VID09-21,3,6,1,1901,NW,2662
40765,с.,Кутугерци,KNL,KNL29,KNL29-00,3,8,8,1901,SW,2663
40779,с.,Куцаровци,VTR,VTR04,VTR04-24,3,8,5,1901,N,2664
40782,с.,Куцина,VTR,VTR26,VTR26-06,3,6,2,1901,N,2665
40796,с.,Куцово,KRZ,KRZ35,KRZ35-36,3,8,6,1901,S,2666
40806,с.,Кушла,SML,SML11,SML11-00,3,8,6,1901,S,2667
40823,с.,Къклица,KRZ,KRZ15,KRZ15-22,3,8,5,1901,S,2668
40837,с.,Къкрина,LOV,LOV18,LOV18-16,3,7,6,1901,NW,2669
40840,с.,Кълново,SHU,SHU25,SHU25-00,3,7,2,1901,NE,2670
40868,с.,Кънчево,SZR,SZR12,SZR12-09,3,5,5,1901,SE,2671
40871,с.,Къпинец,TGV,TGV02,TGV02-00,3,8,5,1901,NE,2672
36107,с.,Къпиново,VTR,VTR04,VTR04-16,3,7,3,1901,N,2673
40885,с.,Къпиново,DOB,DOB12,DOB12-19,3,7,4,1901,NE,2674
40899,с.,Къпиновци,RAZ,RAZ14,RAZ14-12,3,7,4,1901,N,2675
40909,гр.,Кърджали,KRZ,KRZ16,KRZ16-00,1,2,4,1901,S,2676
40926,с.,Кърланово,BLG,BLG40,BLG40-00,3,8,6,1901,SW,2677
40912,с.,Кърналово,BLG,BLG33,BLG33-24,3,5,3,1901,SW,2678
40939,с.,Кърнаре,PDV,PDV13,PDV13-16,3,5,6,1901,S,2679
40943,с.,Кърпачево,LOV,LOV17,LOV17-00,3,7,5,1901,NW,2680
40957,с.,Кърпелево,BLG,BLG49,BLG49-00,3,8,6,1901,SW,2681
40960,с.,Къртипъня,GAB,GAB12,GAB12-02,3,8,5,1901,N,2682
40974,с.,Къртожабене,PVN,PVN24,PVN24-00,3,7,2,1901,NW,2683
40988,с.,Кърчовско,KRZ,KRZ14,KRZ14-22,3,7,5,1901,S,2684
40991,с.,Кършалево,KNL,KNL29,KNL29-00,3,8,7,1901,SW,2685
41006,с.,Късак,SML,SML10,SML10-04,3,6,8,1901,S,2686
41010,с.,Кътина,SOF,SOF46,SOF46-41,3,6,6,1901,SW,2687
41037,с.,Къшин,PVN,PVN24,PVN24-12,3,7,4,1901,NW,2688
41040,с.,Къшле,PER,PER51,PER51-00,3,8,8,1901,SW,2689
41054,с.,Кьолмен,SHU,SHU10,SHU10-06,3,8,4,1901,NE,2690
41085,с.,Кьосево,KRZ,KRZ16,KRZ16-17,3,7,5,1901,S,2691
41099,с.,Кьосевци,TGV,TGV02,TGV02-00,3,8,5,1901,NE,2692
41109,с.,Кюлевча,SHU,SHU19,SHU19-05,3,7,4,1901,NE,2693
41112,гр.,Кюстендил,KNL,KNL29,KNL29-00,1,2,6,1901,SW,2694
43013,с.,Лагерите,VTR,VTR04,VTR04-00,3,8,6,1901,N,2695
43027,с.,Лагошевци,VID,VID16,VID16-00,3,8,4,1901,NW,2696
43030,с.,Ладарево,BLG,BLG40,BLG40-00,3,8,5,1901,SW,2697
43044,с.,Лазарово,PVN,PVN39,PVN39-03,3,7,5,1901,NW,2698
43061,с.,Лазарци,VTR,VTR13,VTR13-00,3,8,5,1901,N,2699
14475,с.,Лакатник,SFO,SFO43,SFO43-09,3,5,7,1901,SW,2701
43092,с.,Лакатник,SFO,SFO43,SFO43-20,3,7,7,1901,SW,2702
43102,с.,Лале,KRZ,KRZ21,KRZ21-13,3,7,5,1901,S,2703
43116,с.,Лалково,JAM,JAM07,JAM07-00,3,7,3,1901,SE,2704
43128,с.,Ламбух,HKV,HKV11,HKV11-00,3,8,4,1901,S,2705
43147,с.,Ласкар,PVN,PVN24,PVN24-00,3,8,4,1901,NW,2706
43150,с.,Ласкарево,BLG,BLG40,BLG40-19,3,7,4,1901,SW,2707
43164,с.,Латинка,KRZ,KRZ02,KRZ02-14,3,8,7,1901,S,2708
43178,с.,Лебед,KRZ,KRZ08,KRZ08-27,3,8,7,1901,S,2709
43181,с.,Лебница,BLG,BLG40,BLG40-20,3,6,3,1901,SW,2710
43195,с.,Лева река,PER,PER51,PER51-00,3,8,7,1901,SW,2711
44906,с.,Левище,SFO,SFO43,SFO43-00,3,8,8,1901,SW,2712
43205,с.,Левка,HKV,HKV28,HKV28-04,3,6,4,1901,S,2713
43219,с.,Левочево,SML,SML31,SML31-16,3,7,8,1901,S,2714
22681,с.,Левски,PAZ,PAZ20,PAZ20-03,3,6,5,1901,S,2715
43222,с.,Левски,VAR,VAR26,VAR26-04,3,7,5,1901,NE,2716
43236,гр.,Левски,PVN,PVN16,PVN16-00,1,3,2,1901,NW,2717
43243,с.,Левуново,BLG,BLG40,BLG40-21,3,5,3,1901,SW,2718
44896,с.,Левци,KRZ,KRZ02,KRZ02-33,3,8,6,1901,S,2719
